 988, Kwong, Harris
 989, Kwong, Man Kam
 990, Kyllönen, Urpo M.
 991, Łaba, Izabella
 992, Labelle, Antoine
 993, Lagarias, Jeffrey C.
 994, Lages, António
 995, Lalín, Matilde
 996, Lam, Heung Yeung
 997, Lamarche, Alicia
 998, Lambert, Joshua
 999, Lampret, Vito
1000, Lan, Bin
1001, Landman, Bruce
1002, Landsberg, Adam Scott
1003, Lane-Harvard, Liz
1004, Langeveld, Niels
1005, Langlois, Bruno
1006, Lanning, Charles
1007, Lao, Huixue
1008, Laohakosol, Vichian
1009, Lapointe, Mélodie
1010, Larsen, Bayley
1011, Larson, C. E.
1012, Larson, Matt
1013, Larsson, Urban
1014, Lazarev, Oleg
1015, Law, Shirley
1016, Leach, David
1017, Lebowitz-Lockard, Noah
1018, Ledoan, Andrew H.
1019, Lee, Ethan S.
1020, Lee, Jaewoo
1021, Lee, Jun Ho
